Id,SalePrice,,,,,
 125 ," $141,559 ",,,,,
 126 ," $78,511 ",,,,,
 127 ," $107,783 ",,,,,
 128 ," $145,697 ",,,,,
 129 ," $101,115 ",,,,,
 130 ," $134,843 ",,,,,
 131 ," $109,969 ",,,,,
 132 ," $133,920 ",,,,,
 133 ," $123,046 ",,,,,
 134 ," $124,861 ",,,,,
 135 ," $120,617 ",,,,,
 136 ," $238,272 ",,,,,
 137 ," $160,946 ",,,,,
 138 ," $178,594 ",,,,,
 139 ," $250,181 ",,,,,
 140 ," $198,719 ",,,,,
 141 ," $82,443 ",,,,,
 142 ," $119,475 ",,,,,
 143 ," $96,695 ",,,,,
 144 ," $298,288 ",,,,,
 145 ," $256,299 ",,,,,
 146 ," $170,890 ",,,,,
 147 ," $167,976 ",,,,,
 148 ," $204,276 ",,,,,
 149 ," $192,511 ",,,,,
 150 ," $144,348 ",,,,,
 151 ," $152,445 ",,,,,
 152 ," $156,258 ",,,,,
 153 ," $163,746 ",,,,,
 154 ," $127,138 ",,,,,
 155 ," $89,505 ",,,,,
 156 ," $83,200 ",,,,,
 157 ," $88,157 ",,,,,
 158 ," $127,841 ",,,,,
 159 ," $127,163 ",,,,,
 160 ," $154,709 ",,,,,
 161 ," $136,974 ",,,,,
 162 ," $145,434 ",,,,,
 163 ," $293,513 ",,,,,
 164 ," $219,129 ",,,,,
 165 ," $136,144 ",,,,,
 166 ," $168,120 ",,,,,
 167 ," $188,113 ",,,,,
 168 ," $280,176 ",,,,,
 169 ," $172,898 ",,,,,
 170 ," $340,774 ",,,,,
 171 ," $222,395 ",,,,,
 172 ," $248,605 ",,,,,
 173 ," $164,921 ",,,,,
 174 ," $180,916 ",,,,,
 175 ," $179,306 ",,,,,
 176 ," $160,377 ",,,,,
 177 ," $165,874 ",,,,,
 178 ," $213,746 ",,,,,
 179 ," $185,488 ",,,,,
 180 ," $248,780 ",,,,,
 181 ," $193,739 ",,,,,
 182 ," $225,190 ",,,,,
 183 ," $236,278 ",,,,,
 184 ," $227,890 ",,,,,
 185 ," $172,591 ",,,,,
 186 ," $159,139 ",,,,,
 187 ," $168,255 ",,,,,
 188 ," $134,342 ",,,,,
 189 ," $138,112 ",,,,,
 190 ," $120,240 ",,,,,
 191 ," $115,033 ",,,,,
 192 ," $95,752 ",,,,,
 193 ," $99,375 ",,,,,
 194 ," $155,424 ",,,,,
 195 ," $156,989 ",,,,,
 196 ," $149,240 ",,,,,
 197 ," $153,914 ",,,,,
 198 ," $152,973 ",,,,,
 199 ," $144,887 ",,,,,
 200 ," $146,639 ",,,,,
 201 ," $449,111 ",,,,,
 202 ," $355,516 ",,,,,
 203 ," $372,648 ",,,,,
 204 ," $396,676 ",,,,,
 205 ," $303,807 ",,,,,
 206 ," $347,310 ",,,,,
 207 ," $369,179 ",,,,,
 208 ," $316,918 ",,,,,
 209 ," $288,356 ",,,,,
 210 ," $325,577 ",,,,,
 211 ," $268,636 ",,,,,
 212 ," $396,271 ",,,,,
 213 ," $302,782 ",,,,,
 214 ," $255,015 ",,,,,
 215 ," $183,912 ",,,,,
 216 ," $192,927 ",,,,,
 217 ," $206,725 ",,,,,
 218 ," $411,734 ",,,,,
 219 ," $366,942 ",,,,,
 220 ," $318,829 ",,,,,
 221 ," $258,407 ",,,,,
 222 ," $316,654 ",,,,,
 223 ," $189,179 ",,,,,
 224 ," $172,825 ",,,,,
 225 ," $173,956 ",,,,,
 226 ," $171,937 ",,,,,
 227 ," $166,520 ",,,,,
 228 ," $185,127 ",,,,,
 229 ," $185,710 ",,,,,
 230 ," $182,278 ",,,,,
 231 ," $171,069 ",,,,,
 232 ," $268,630 ",,,,,
 233 ," $168,456 ",,,,,
 234 ," $181,175 ",,,,,
 235 ," $165,542 ",,,,,
 236 ," $251,196 ",,,,,
 237 ," $167,064 ",,,,,
 238 ," $327,645 ",,,,,
 239 ," $306,752 ",,,,,
 240 ," $237,377 ",,,,,
 241 ," $276,212 ",,,,,
 242 ," $262,857 ",,,,,
 243 ," $253,804 ",,,,,
 244 ," $301,764 ",,,,,
 245 ," $236,972 ",,,,,
 246 ," $383,518 ",,,,,
 247 ," $219,836 ",,,,,
 248 ," $217,846 ",,,,,
 249 ," $275,139 ",,,,,
 250 ," $241,778 ",,,,,
 251 ," $265,691 ",,,,,
 252 ," $258,375 ",,,,,
 253 ," $252,320 ",,,,,
 254 ," $225,385 ",,,,,
 255 ," $200,694 ",,,,,
 256 ," $177,022 ",,,,,
 257 ," $161,138 ",,,,,
 258 ," $140,268 ",,,,,
 259 ," $205,325 ",,,,,
 260 ," $257,232 ",,,,,
 261 ," $166,066 ",,,,,
 262 ," $123,769 ",,,,,
 263 ," $152,658 ",,,,,
 264 ," $210,321 ",,,,,
 265 ," $229,244 ",,,,,
 266 ," $190,590 ",,,,,
 267 ," $173,700 ",,,,,
 268 ," $181,707 ",,,,,
 269 ," $165,603 ",,,,,
 270 ," $165,108 ",,,,,
 271 ," $121,717 ",,,,,
 272 ," $133,736 ",,,,,
 273 ," $128,312 ",,,,,
 274 ," $132,385 ",,,,,
 275 ," $134,302 ",,,,,
 276 ," $115,101 ",,,,,
 277 ," $338,459 ",,,,,
 278 ," $213,204 ",,,,,
 279 ," $267,386 ",,,,,
 280 ," $195,009 ",,,,,
 281 ," $180,184 ",,,,,
 282 ," $173,191 ",,,,,
 283 ," $162,103 ",,,,,
 284 ," $309,710 ",,,,,
 285 ," $233,329 ",,,,,
 286 ," $271,216 ",,,,,
 287 ," $220,538 ",,,,,
 288 ," $206,999 ",,,,,
 289 ," $161,360 ",,,,,
 290 ," $151,183 ",,,,,
 291 ," $219,750 ",,,,,
 292 ," $124,153 ",,,,,
 293 ," $139,156 ",,,,,
 294 ," $214,856 ",,,,,
 295 ," $168,998 ",,,,,
 296 ," $122,660 ",,,,,
 297 ," $119,692 ",,,,,
 298 ," $146,073 ",,,,,
 299 ," $168,653 ",,,,,
 300 ," $160,957 ",,,,,
 301 ," $152,630 ",,,,,
 302 ," $167,037 ",,,,,
 303 ," $167,726 ",,,,,
 304 ," $120,120 ",,,,,
 305 ," $183,029 ",,,,,
 306 ," $166,929 ",,,,,
 307 ," $200,177 ",,,,,
 308 ," $140,433 ",,,,,
 309 ," $172,998 ",,,,,
 310 ," $142,263 ",,,,,
 311 ," $139,510 ",,,,,
 312 ," $142,279 ",,,,,
 313 ," $138,062 ",,,,,
 314 ," $134,966 ",,,,,
 315 ," $134,320 ",,,,,
 316 ," $126,745 ",,,,,
 317 ," $117,665 ",,,,,
 318 ," $133,409 ",,,,,
 319 ," $121,007 ",,,,,
 320 ," $177,863 ",,,,,
 321 ," $135,749 ",,,,,
 322 ," $88,444 ",,,,,
 323 ," $131,712 ",,,,,
 324 ," $97,664 ",,,,,
 325 ," $117,847 ",,,,,
 326 ," $140,595 ",,,,,
 327 ," $163,916 ",,,,,
 328 ," $66,248 ",,,,,
 329 ," $103,120 ",,,,,
 330 ," $81,508 ",,,,,
 331 ," $171,273 ",,,,,
 332 ," $154,149 ",,,,,
 333 ," $150,048 ",,,,,
 334 ," $141,515 ",,,,,
 335 ," $144,165 ",,,,,
 336 ," $132,550 ",,,,,
 337 ," $126,265 ",,,,,
 338 ," $125,597 ",,,,,
 339 ," $114,768 ",,,,,
 340 ," $126,848 ",,,,,
 341 ," $123,146 ",,,,,
 342 ," $149,308 ",,,,,
 343 ," $163,513 ",,,,,
 344 ," $140,757 ",,,,,
 345 ," $138,677 ",,,,,
 346 ," $119,532 ",,,,,
 347 ," $154,498 ",,,,,
 348 ," $121,467 ",,,,,
 349 ," $127,851 ",,,,,
 350 ," $137,438 ",,,,,
 351 ," $111,740 ",,,,,
 352 ," $115,333 ",,,,,
 353 ," $123,166 ",,,,,
 354 ," $95,831 ",,,,,
 355 ," $61,281 ",,,,,
 356 ," $105,393 ",,,,,
 357 ," $119,795 ",,,,,
 358 ," $154,148 ",,,,,
 359 ," $114,622 ",,,,,
 360 ," $78,505 ",,,,,
 361 ," $128,302 ",,,,,
 362 ," $148,724 ",,,,,
 363 ," $62,538 ",,,,,
 364 ," $135,653 ",,,,,
 365 ," $136,168 ",,,,,
 366 ," $109,317 ",,,,,
 367 ," $110,602 ",,,,,
 368 ," $138,342 ",,,,,
 369 ," $120,383 ",,,,,
 370 ," $149,752 ",,,,,
 371 ," $180,172 ",,,,,
 372 ," $117,001 ",,,,,
 373 ," $146,847 ",,,,,
 374 ," $134,465 ",,,,,
 375 ," $184,250 ",,,,,
 376 ," $141,174 ",,,,,
 377 ," $100,142 ",,,,,
 378 ," $129,893 ",,,,,
 379 ," $82,509 ",,,,,
 380 ," $164,254 ",,,,,
 381 ," $149,412 ",,,,,
 382 ," $94,806 ",,,,,
 383 ," $142,080 ",,,,,
 384 ," $134,669 ",,,,,
 385 ," $144,782 ",,,,,
 386 ," $154,629 ",,,,,
 387 ," $153,734 ",,,,,
 388 ," $70,571 ",,,,,
 389 ," $118,527 ",,,,,
 390 ," $130,021 ",,,,,
 391 ," $149,000 ",,,,,
 392 ," $131,273 ",,,,,
 393 ," $137,830 ",,,,,
 394 ," $169,819 ",,,,,
 395 ," $157,359 ",,,,,
 396 ," $215,918 ",,,,,
 397 ," $159,993 ",,,,,
 398 ," $134,005 ",,,,,
 399 ," $118,674 ",,,,,
 400 ," $148,972 ",,,,,
 401 ," $118,750 ",,,,,
 402 ," $247,683 ",,,,,
 403 ," $243,908 ",,,,,
 404 ," $243,908 ",,,,,
 405 ," $310,614 ",,,,,
 406 ," $321,492 ",,,,,
 407 ," $243,291 ",,,,,
 408 ," $326,749 ",,,,,
 409 ," $190,890 ",,,,,
 410 ," $248,323 ",,,,,
 411 ," $263,946 ",,,,,
 412 ," $172,328 ",,,,,
 413 ," $225,400 ",,,,,
 414 ," $140,018 ",,,,,
 415 ," $209,981 ",,,,,
 416 ," $197,469 ",,,,,
 417 ," $202,984 ",,,,,
 418 ," $207,761 ",,,,,
 419 ," $137,362 ",,,,,
 420 ," $137,660 ",,,,,
 421 ," $242,526 ",,,,,
 422 ," $260,840 ",,,,,
 423 ," $197,844 ",,,,,
 424 ," $215,423 ",,,,,
 425 ," $263,786 ",,,,,
 426 ," $326,548 ",,,,,
 427 ," $194,431 ",,,,,
 428 ," $274,983 ",,,,,
 429 ," $163,120 ",,,,,
 430 ," $131,351 ",,,,,
 431 ," $141,849 ",,,,,
 432 ," $106,577 ",,,,,
 433 ," $138,783 ",,,,,
 434 ," $128,029 ",,,,,
 435 ," $149,986 ",,,,,
 436 ," $122,574 ",,,,,
 437 ," $119,593 ",,,,,
 438 ," $116,153 ",,,,,
 439 ," $137,663 ",,,,,
 440 ," $148,501 ",,,,,
 441 ," $157,828 ",,,,,
 442 ," $147,262 ",,,,,
 443 ," $218,570 ",,,,,
 444 ," $137,553 ",,,,,
 445 ," $175,627 ",,,,,
 446 ," $152,364 ",,,,,
 447 ," $208,552 ",,,,,
 448 ," $117,727 ",,,,,
 449 ," $140,690 ",,,,,
 450 ," $130,524 ",,,,,
 451 ," $193,937 ",,,,,
 452 ," $264,910 ",,,,,
 453 ," $142,508 ",,,,,
 454 ," $71,511 ",,,,,
 455 ," $326,773 ",,,,,
 456 ," $74,920 ",,,,,
 457 ," $257,356 ",,,,,
 458 ," $143,392 ",,,,,
 459 ," $166,530 ",,,,,
 460 ," $152,441 ",,,,,
 461 ," $391,407 ",,,,,
 462 ," $313,133 ",,,,,
 463 ," $204,659 ",,,,,
 464 ," $229,656 ",,,,,
 465 ," $223,957 ",,,,,
 466 ," $387,701 ",,,,,
 467 ," $139,786 ",,,,,
 468 ," $158,504 ",,,,,
 469 ," $127,121 ",,,,,
 470 ," $132,420 ",,,,,
 471 ," $136,370 ",,,,,
 472 ," $135,119 ",,,,,
 473 ," $159,544 ",,,,,
 474 ," $181,272 ",,,,,
 475 ," $176,976 ",,,,,
 476 ," $188,017 ",,,,,
 477 ," $185,495 ",,,,,
 478 ," $160,765 ",,,,,
 479 ," $243,334 ",,,,,
 480 ," $209,536 ",,,,,
 481 ," $178,266 ",,,,,
 482 ," $196,683 ",,,,,
 483 ," $208,851 ",,,,,
 484 ," $327,253 ",,,,,
 485 ," $367,041 ",,,,,
 486 ," $160,796 ",,,,,
 487 ," $303,664 ",,,,,
 488 ," $155,148 ",,,,,
 489 ," $236,141 ",,,,,
 490 ," $179,720 ",,,,,
 491 ," $272,337 ",,,,,
 492 ," $242,148 ",,,,,
 493 ," $171,582 ",,,,,
 494 ," $208,883 ",,,,,
 495 ," $131,277 ",,,,,
 496 ," $273,903 ",,,,,
 497 ," $157,268 ",,,,,
 498 ," $296,959 ",,,,,
 499 ," $136,268 ",,,,,
 500 ," $116,110 ",,,,,
 501 ," $118,469 ",,,,,
 502 ," $96,381 ",,,,,
 503 ," $107,488 ",,,,,
 504 ," $112,259 ",,,,,
 505 ," $150,758 ",,,,,
 506 ," $156,041 ",,,,,
 507 ," $290,825 ",,,,,
 508 ," $372,539 ",,,,,
 509 ," $385,019 ",,,,,
 510 ," $420,673 ",,,,,
 511 ," $409,826 ",,,,,
 512 ," $365,390 ",,,,,
 513 ," $278,957 ",,,,,
 514 ," $312,908 ",,,,,
 515 ," $394,557 ",,,,,
 516 ," $275,613 ",,,,,
 517 ," $379,158 ",,,,,
 518 ," $336,541 ",,,,,
 519 ," $322,656 ",,,,,
 520 ," $189,860 ",,,,,
 521 ," $337,872 ",,,,,
 522 ," $230,929 ",,,,,
 523 ," $225,906 ",,,,,
 524 ," $165,819 ",,,,,
 525 ," $195,880 ",,,,,
 526 ," $205,820 ",,,,,
 527 ," $178,773 ",,,,,
 528 ," $177,405 ",,,,,
 529 ," $187,808 ",,,,,
 530 ," $225,282 ",,,,,
 531 ," $207,953 ",,,,,
 532 ," $214,741 ",,,,,
 533 ," $169,162 ",,,,,
 534 ," $237,111 ",,,,,
 535 ," $183,434 ",,,,,
 536 ," $266,338 ",,,,,
 537 ," $335,490 ",,,,,
 538 ," $344,158 ",,,,,
 539 ," $250,328 ",,,,,
 540 ," $287,205 ",,,,,
 541 ," $246,770 ",,,,,
 542 ," $232,768 ",,,,,
 543 ," $262,812 ",,,,,
 544 ," $265,696 ",,,,,
 545 ," $231,370 ",,,,,
 546 ," $235,942 ",,,,,
 547 ," $249,189 ",,,,,
 548 ," $210,985 ",,,,,
 549 ," $194,573 ",,,,,
 550 ," $192,827 ",,,,,
 551 ," $146,670 ",,,,,
 552 ," $170,441 ",,,,,
 553 ," $177,303 ",,,,,
 554 ," $192,133 ",,,,,
 555 ," $191,818 ",,,,,
 556 ," $192,665 ",,,,,
 557 ," $201,810 ",,,,,
 558 ," $125,708 ",,,,,
 559 ," $135,517 ",,,,,
 560 ," $116,844 ",,,,,
 561 ," $117,228 ",,,,,
 562 ," $171,670 ",,,,,
 563 ," $144,414 ",,,,,
 564 ," $222,336 ",,,,,
 565 ," $379,899 ",,,,,
 566 ," $188,997 ",,,,,
 567 ," $150,125 ",,,,,
 568 ," $158,456 ",,,,,
 569 ," $169,337 ",,,,,
 570 ," $254,228 ",,,,,
 571 ," $253,154 ",,,,,
 572 ," $280,594 ",,,,,
 573 ," $250,147 ",,,,,
 574 ," $160,862 ",,,,,
 575 ," $213,004 ",,,,,
 576 ," $191,784 ",,,,,
 577 ," $197,674 ",,,,,
 578 ," $330,689 ",,,,,
 579 ," $212,550 ",,,,,
 580 ," $412,252 ",,,,,
 581 ," $281,542 ",,,,,
 582 ," $207,087 ",,,,,
 583 ," $164,698 ",,,,,
 584 ," $178,650 ",,,,,
 585 ," $215,667 ",,,,,
 586 ," $134,929 ",,,,,
 587 ," $147,504 ",,,,,
 588 ," $130,338 ",,,,,
 589 ," $132,961 ",,,,,
 590 ," $185,147 ",,,,,
 591 ," $104,979 ",,,,,
 592 ," $135,891 ",,,,,
 593 ," $143,608 ",,,,,
 594 ," $89,092 ",,,,,
 595 ," $158,099 ",,,,,
 596 ," $130,105 ",,,,,
 597 ," $131,532 ",,,,,
 598 ," $215,141 ",,,,,
 599 ," $138,079 ",,,,,
 600 ," $158,609 ",,,,,
 601 ," $173,012 ",,,,,
 602 ," $139,048 ",,,,,
 603 ," $114,610 ",,,,,
 604 ," $143,114 ",,,,,
 605 ," $129,748 ",,,,,
 606 ," $183,425 ",,,,,
 607 ," $137,299 ",,,,,
 608 ," $137,608 ",,,,,
 609 ," $85,600 ",,,,,
 610 ," $111,805 ",,,,,
 611 ," $91,413 ",,,,,
 612 ," $134,249 ",,,,,
 613 ," $140,253 ",,,,,
 614 ," $177,393 ",,,,,
 615 ," $151,628 ",,,,,
 616 ," $123,059 ",,,,,
 617 ," $146,683 ",,,,,
 618 ," $131,517 ",,,,,
 619 ," $133,463 ",,,,,
 620 ," $117,463 ",,,,,
 621 ," $126,557 ",,,,,
 622 ," $132,729 ",,,,,
 623 ," $134,063 ",,,,,
 624 ," $112,893 ",,,,,
 625 ," $128,205 ",,,,,
 626 ," $124,121 ",,,,,
 627 ," $126,807 ",,,,,
 628 ," $112,963 ",,,,,
 629 ," $95,925 ",,,,,
 630 ," $133,042 ",,,,,
 631 ," $121,462 ",,,,,
 632 ," $127,852 ",,,,,
 633 ," $132,719 ",,,,,
 634 ," $142,128 ",,,,,
 635 ," $145,620 ",,,,,
 636 ," $96,675 ",,,,,
 637 ," $104,217 ",,,,,
 638 ," $142,420 ",,,,,
 639 ," $63,028 ",,,,,
 640 ," $120,767 ",,,,,
 641 ," $122,415 ",,,,,
 642 ," $138,601 ",,,,,
 643 ," $109,518 ",,,,,
 644 ," $126,561 ",,,,,
 645 ," $130,715 ",,,,,
 646 ," $86,562 ",,,,,
 647 ," $248,535 ",,,,,
 648 ," $122,800 ",,,,,
 649 ," $111,302 ",,,,,
 650 ," $126,402 ",,,,,
 651 ," $158,903 ",,,,,
 652 ," $137,889 ",,,,,
 653 ," $118,104 ",,,,,
 654 ," $114,577 ",,,,,
 655 ," $153,243 ",,,,,
 656 ," $118,270 ",,,,,
 657 ," $146,689 ",,,,,
 658 ," $124,073 ",,,,,
 659 ," $113,229 ",,,,,
 660 ," $118,583 ",,,,,
 661 ," $108,845 ",,,,,
 662 ," $98,889 ",,,,,
 663 ," $94,623 ",,,,,
 664 ," $192,266 ",,,,,
 665 ," $131,557 ",,,,,
 666 ," $161,910 ",,,,,
 667 ," $160,464 ",,,,,
 668 ," $132,591 ",,,,,
 669 ," $113,548 ",,,,,
 670 ," $146,194 ",,,,,
 671 ," $165,878 ",,,,,
 672 ," $119,995 ",,,,,
 673 ," $119,497 ",,,,,
 674 ," $122,674 ",,,,,
 675 ," $110,505 ",,,,,
 676 ," $93,209 ",,,,,
 677 ," $119,379 ",,,,,
 678 ," $143,240 ",,,,,
 679 ," $153,299 ",,,,,
 680 ," $139,770 ",,,,,
 681 ," $137,090 ",,,,,
 682 ," $132,013 ",,,,,
 683 ," $137,377 ",,,,,
 684 ," $127,167 ",,,,,
 685 ," $139,407 ",,,,,
 686 ," $150,742 ",,,,,
 687 ," $162,571 ",,,,,
 688 ," $126,197 ",,,,,
 689 ," $137,878 ",,,,,
 690 ," $227,003 ",,,,,
 691 ," $131,919 ",,,,,
 692 ," $163,723 ",,,,,
 693 ," $157,261 ",,,,,
 694 ," $111,871 ",,,,,
 695 ," $136,840 ",,,,,
 696 ," $229,181 ",,,,,
 697 ," $233,756 ",,,,,
 698 ," $225,374 ",,,,,
 699 ," $202,847 ",,,,,
 700 ," $169,044 ",,,,,
 701 ," $248,048 ",,,,,
 702 ," $358,423 ",,,,,
 703 ," $328,315 ",,,,,
 704 ," $259,245 ",,,,,
 705 ," $180,944 ",,,,,
 706 ," $142,356 ",,,,,
 707 ," $211,300 ",,,,,
 708 ," $216,447 ",,,,,
 709 ," $191,502 ",,,,,
 710 ," $221,012 ",,,,,
 711 ," $142,534 ",,,,,
 712 ," $140,355 ",,,,,
 713 ," $154,689 ",,,,,
 714 ," $236,100 ",,,,,
 715 ," $309,933 ",,,,,
 716 ," $332,854 ",,,,,
 717 ," $246,785 ",,,,,
 718 ," $227,887 ",,,,,
 719 ," $147,406 ",,,,,
 720 ," $205,566 ",,,,,
 721 ," $192,265 ",,,,,
 722 ," $219,886 ",,,,,
 723 ," $189,586 ",,,,,
 724 ," $135,468 ",,,,,
 725 ," $134,849 ",,,,,
 726 ," $139,402 ",,,,,
 727 ," $147,974 ",,,,,
 728 ," $151,304 ",,,,,
 729 ," $174,724 ",,,,,
 730 ," $87,430 ",,,,,
 731 ," $90,040 ",,,,,
 732 ," $86,642 ",,,,,
 733 ," $105,790 ",,,,,
 734 ," $104,128 ",,,,,
 735 ," $118,490 ",,,,,
 736 ," $107,663 ",,,,,
 737 ," $112,999 ",,,,,
 738 ," $161,342 ",,,,,
 739 ," $162,306 ",,,,,
 740 ," $135,577 ",,,,,
 741 ," $138,922 ",,,,,
 742 ," $206,194 ",,,,,
 743 ," $155,609 ",,,,,
 744 ," $169,899 ",,,,,
 745 ," $119,710 ",,,,,
 746 ," $136,468 ",,,,,
 747 ," $272,653 ",,,,,
 748 ," $234,393 ",,,,,
 749 ," $180,302 ",,,,,
 750 ," $125,615 ",,,,,
 751 ," $116,910 ",,,,,
 752 ," $114,886 ",,,,,
 753 ," $111,514 ",,,,,
 754 ," $140,543 ",,,,,
 755 ," $108,580 ",,,,,
 756 ," $148,576 ",,,,,
 757 ," $75,497 ",,,,,
 758 ," $102,267 ",,,,,
 759 ," $79,710 ",,,,,
 760 ," $88,051 ",,,,,
 761 ," $328,087 ",,,,,
 762 ," $255,942 ",,,,,
 763 ," $266,831 ",,,,,
 764 ," $214,665 ",,,,,
 765 ," $134,378 ",,,,,
 766 ," $182,056 ",,,,,
 767 ," $191,921 ",,,,,
 768 ," $281,701 ",,,,,
 769 ," $255,581 ",,,,,
 770 ," $144,449 ",,,,,
 771 ," $203,221 ",,,,,
 772 ," $185,808 ",,,,,
 773 ," $173,091 ",,,,,
 774 ," $249,947 ",,,,,
 775 ," $215,105 ",,,,,
 776 ," $275,622 ",,,,,
 777 ," $360,261 ",,,,,
 778 ," $204,885 ",,,,,
 779 ," $114,345 ",,,,,
 780 ," $160,164 ",,,,,
 781 ," $143,849 ",,,,,
 782 ," $139,232 ",,,,,
 783 ," $138,851 ",,,,,
 784 ," $95,233 ",,,,,
 785 ," $92,522 ",,,,,
 786 ," $147,338 ",,,,,
 787 ," $107,776 ",,,,,
 788 ," $123,726 ",,,,,
 789 ," $125,543 ",,,,,
 790 ," $138,216 ",,,,,
 791 ," $133,233 ",,,,,
 792 ," $174,160 ",,,,,
 793 ," $157,991 ",,,,,
 794 ," $178,440 ",,,,,
 795 ," $196,853 ",,,,,
 796 ," $176,854 ",,,,,
 797 ," $198,232 ",,,,,
 798 ," $172,525 ",,,,,
 799 ," $178,065 ",,,,,
 800 ," $151,408 ",,,,,
 801 ," $192,565 ",,,,,
 802 ," $218,912 ",,,,,
 803 ," $334,981 ",,,,,
 804 ," $389,616 ",,,,,
 805 ," $162,856 ",,,,,
 806 ," $277,832 ",,,,,
 807 ," $370,411 ",,,,,
 808 ," $362,688 ",,,,,
 809 ," $168,362 ",,,,,
 810 ," $180,262 ",,,,,
 811 ," $245,555 ",,,,,
 812 ," $205,054 ",,,,,
 813 ," $164,813 ",,,,,
 814 ," $177,315 ",,,,,
 815 ," $162,077 ",,,,,
 816 ," $177,306 ",,,,,
 817 ," $192,963 ",,,,,
 818 ," $150,053 ",,,,,
 819 ," $123,111 ",,,,,
 820 ," $116,026 ",,,,,
 821 ," $177,479 ",,,,,
